snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-05-22,NDT574,NDT-Day,2027-03-15,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,4,"far-30+: accum_fill@297d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
2026-05-22,NDT574NC,NDT-Night,2027-03-15,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@297d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-05-22,NDT575,NDT-Day,2027-04-19,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@332d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-05-22,UDT567,UDT,2026-06-29,38,42,27,15,0,4,12,11,0,6,1,19,18,1,15,0,,,,,44,17,22,28,"far-30+: accum_fill@38d=0.66, raw_proj=37.5, capped@2.5x_pos_avg, blended_with_pos_avg=22.5 (prior_weight=0.67)",1.2250000000000014,below
2026-05-22,UDT568,UDT,2026-08-03,73,31,15,16,0,0,0,2,0,0,0,29,22,7,16,2,,,,,31,16,21,26,"far-30+: accum_fill@73d=0.27, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",0.9800000000000004,above
2026-05-22,UDT569,UDT,2026-09-08,109,4,0,4,0,0,0,0,0,0,0,4,3,1,4,0,,,,,4,22,29,36,"far-30+: accum_fill@109d=0.10, raw_proj=40.0, blended_with_pos_avg=28.7 (prior_weight=0.67)",0.0,unknown
2026-05-22,UDT570,UDT,2026-10-13,144,4,0,4,0,0,0,2,0,0,0,2,2,0,4,0,,,,,4,20,27,33,"far-30+: accum_fill@144d=0.10, raw_proj=40.0, blended_with_pos_avg=26.7 (prior_weight=0.67)",0.0,unknown
2026-05-22,UDT571,UDT,2026-11-16,178,3,0,3,0,0,0,1,0,0,0,2,1,1,3,0,,,,,3,16,21,26,"far-30+: accum_fill@178d=0.10, raw_proj=30.0, blended_with_pos_avg=20.7 (prior_weight=0.67)",0.0,unknown
2026-05-22,UDT572,UDT,2027-01-04,227,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,11,15,18,"far-30+: accum_fill@227d=0.10, raw_proj=10.0, blended_with_pos_avg=14.7 (prior_weight=0.67)",0.0,unknown
2026-05-22,UDT573,UDT,2027-02-08,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,6,"far-30+: accum_fill@262d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-05-22,UDT574,UDT,2027-03-15,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,7,9,12,"far-30+: accum_fill@297d=0.10, raw_proj=0.0, blended_with_pos_avg=9.3 (prior_weight=0.67)",0.0,unknown
2026-05-22,UDT575,UDT,2027-04-19,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@332d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
