snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-07-13,NDT574NC,NDT-Night,2027-03-15,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@245d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-07-13,NDT575,NDT-Day,2027-04-19,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@280d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-07-13,UDT568,UDT,2026-08-03,21,93,57,36,0,14,22,1,1,4,2,54,34,20,36,26,,,,,93,13,20,24,"medium-14-30: blend(accum=21, tier_mid=18.8); WBH=14,VIP=22,Priority=8",0.9187499999999993,above
2026-07-13,UDT569,UDT,2026-09-08,57,29,18,11,0,1,2,2,0,0,0,24,24,0,11,0,,,,,30,25,34,44,"far-30+: accum_fill@57d=0.43, raw_proj=57.5, capped@2.5x_pos_avg, blended_with_pos_avg=34.5 (prior_weight=0.67)",1.7250000000000014,below
2026-07-13,UDT570,UDT,2026-10-13,92,10,1,9,0,0,0,3,0,0,0,7,3,4,9,4,,,,,10,22,30,38,"far-30+: accum_fill@92d=0.10, raw_proj=50.0, capped@2.5x_pos_avg, blended_with_pos_avg=30.0 (prior_weight=0.67)",0.0,unknown
2026-07-13,UDT571,UDT,2026-11-16,126,4,1,3,0,0,0,1,0,0,0,3,3,0,3,0,,,,,4,17,24,31,"far-30+: accum_fill@126d=0.10, raw_proj=40.0, blended_with_pos_avg=24.0 (prior_weight=0.67)",0.0,unknown
2026-07-13,UDT572,UDT,2027-01-04,175,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,11,15,19,"far-30+: accum_fill@175d=0.10, raw_proj=10.0, blended_with_pos_avg=14.7 (prior_weight=0.67)",0.0,unknown
2026-07-13,UDT573,UDT,2027-02-08,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,5,6,"far-30+: accum_fill@210d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-07-13,UDT574,UDT,2027-03-15,245,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,,,,,1,9,13,16,"far-30+: accum_fill@245d=0.10, raw_proj=10.0, blended_with_pos_avg=12.7 (prior_weight=0.67)",0.0,unknown
2026-07-13,UDT575,UDT,2027-04-19,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@280d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
