snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-06-12,NDT574NC,NDT-Night,2027-03-15,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@276d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-06-12,NDT575,NDT-Day,2027-04-19,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@311d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-06-12,UDT567,UDT,2026-06-29,17,57,39,18,0,7,18,4,0,3,2,31,20,11,18,9,,,,,63,11,17,21,"medium-14-30: blend(accum=22, tier_mid=11.4); WBH=7,VIP=18,Priority=9",0.9843750000000018,above
2026-06-12,UDT568,UDT,2026-08-03,52,65,39,26,0,0,15,13,2,0,0,45,18,27,26,29,,,,,65,16,21,26,"far-30+: accum_fill@52d=0.49, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",1.1433333333333326,above
2026-06-12,UDT569,UDT,2026-09-08,88,16,8,8,0,0,0,1,0,0,0,15,7,8,8,9,,,,,16,26,34,43,"far-30+: accum_fill@88d=0.12, raw_proj=57.5, capped@2.5x_pos_avg, blended_with_pos_avg=34.5 (prior_weight=0.67)",0.4599999999999982,above
2026-06-12,UDT570,UDT,2026-10-13,123,5,1,4,0,0,0,3,0,0,0,2,2,0,4,1,,,,,5,23,30,37,"far-30+: accum_fill@123d=0.10, raw_proj=50.0, blended_with_pos_avg=30.0 (prior_weight=0.67)",0.0,unknown
2026-06-12,UDT571,UDT,2026-11-16,157,3,0,3,0,0,0,1,0,0,0,2,2,0,3,0,,,,,3,16,21,26,"far-30+: accum_fill@157d=0.10, raw_proj=30.0, blended_with_pos_avg=20.7 (prior_weight=0.67)",0.0,unknown
2026-06-12,UDT572,UDT,2027-01-04,206,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,11,15,18,"far-30+: accum_fill@206d=0.10, raw_proj=10.0, blended_with_pos_avg=14.7 (prior_weight=0.67)",0.0,unknown
2026-06-12,UDT573,UDT,2027-02-08,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,6,"far-30+: accum_fill@241d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-06-12,UDT574,UDT,2027-03-15,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,7,9,12,"far-30+: accum_fill@276d=0.10, raw_proj=0.0, blended_with_pos_avg=9.3 (prior_weight=0.67)",0.0,unknown
2026-06-12,UDT575,UDT,2027-04-19,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@311d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
