snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-06-26,NDT574,NDT-Day,2027-03-15,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,4,"far-30+: accum_fill@262d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
2026-06-26,NDT574NC,NDT-Night,2027-03-15,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@262d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-06-26,NDT575,NDT-Day,2027-04-19,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@297d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-06-26,UDT567,UDT,2026-06-29,3,37,31,6,0,9,2,0,1,0,0,26,15,11,6,7,,,,,63,7,8,8,"near-<14: WBH(9)×0.76 floor, VIP(2)×0.34 + Priority(1)×0.22 upside",0.75,above
2026-06-26,UDT568,UDT,2026-08-03,38,89,52,37,0,3,17,17,3,3,0,62,41,21,37,18,,,,,89,16,21,26,"far-30+: accum_fill@38d=0.66, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",1.1433333333333362,above
2026-06-26,UDT569,UDT,2026-09-08,74,26,15,11,0,0,0,2,0,0,0,24,9,15,11,8,,,,,26,26,34,43,"far-30+: accum_fill@74d=0.26, raw_proj=57.5, capped@2.5x_pos_avg, blended_with_pos_avg=34.5 (prior_weight=0.67)",1.6100000000000003,above
2026-06-26,UDT570,UDT,2026-10-13,109,6,1,5,0,0,0,3,0,0,0,3,2,1,5,1,,,,,6,23,30,37,"far-30+: accum_fill@109d=0.10, raw_proj=50.0, capped@2.5x_pos_avg, blended_with_pos_avg=30.0 (prior_weight=0.67)",0.0,unknown
2026-06-26,UDT571,UDT,2026-11-16,143,4,1,3,0,0,0,1,0,0,0,3,2,1,3,0,,,,,4,18,24,30,"far-30+: accum_fill@143d=0.10, raw_proj=40.0, blended_with_pos_avg=24.0 (prior_weight=0.67)",0.0,unknown
2026-06-26,UDT572,UDT,2027-01-04,192,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,11,15,18,"far-30+: accum_fill@192d=0.10, raw_proj=10.0, blended_with_pos_avg=14.7 (prior_weight=0.67)",0.0,unknown
2026-06-26,UDT573,UDT,2027-02-08,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,6,"far-30+: accum_fill@227d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-06-26,UDT574,UDT,2027-03-15,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,7,9,12,"far-30+: accum_fill@262d=0.10, raw_proj=0.0, blended_with_pos_avg=9.3 (prior_weight=0.67)",0.0,unknown
2026-06-26,UDT575,UDT,2027-04-19,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@297d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
