snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-05-15,NDT572NC,NDT-Night,2027-01-04,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,2,"far-30+: accum_fill@234d=0.10, raw_proj=0.0, blended_with_pos_avg=1.3 (prior_weight=0.67)",0.0,unknown
2026-05-15,NDT573,NDT-Day,2027-02-08,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,7,"far-30+: accum_fill@269d=0.10, raw_proj=0.0, blended_with_pos_avg=5.3 (prior_weight=0.67)",0.0,unknown
2026-05-15,NDT574,NDT-Day,2027-03-15,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,3,4,"far-30+: accum_fill@304d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
2026-05-15,NDT574NC,NDT-Night,2027-03-15,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@304d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-05-15,NDT575,NDT-Day,2027-04-19,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@339d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-05-15,UDT566,UDT,2026-05-18,3,43,26,17,0,12,0,0,1,1,3,29,24,5,17,2,,,,,43,11,11,12,"near-<14: WBH(12)×0.90 floor, VIP(0)×0.50 + Priority(5)×0.30 upside [tier rates are placeholders, data-starved]",0.4499999999999993,above
2026-05-15,UDT567,UDT,2026-06-29,45,44,27,17,0,3,9,9,0,5,1,25,18,7,17,5,,,,,44,17,22,28,"far-30+: accum_fill@45d=0.57, raw_proj=37.5, capped@2.5x_pos_avg, blended_with_pos_avg=22.5 (prior_weight=0.67)",1.2249999999999996,above
2026-05-15,UDT568,UDT,2026-08-03,80,29,14,15,0,0,0,2,0,0,0,27,19,8,15,5,,,,,29,16,21,26,"far-30+: accum_fill@80d=0.20, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",0.9800000000000004,above
2026-05-15,UDT569,UDT,2026-09-08,116,4,0,4,0,0,0,0,0,0,0,4,2,2,4,1,,,,,4,22,29,36,"far-30+: accum_fill@116d=0.10, raw_proj=40.0, blended_with_pos_avg=28.7 (prior_weight=0.67)",0.0,unknown
2026-05-15,UDT570,UDT,2026-10-13,151,4,0,4,0,0,0,2,0,0,0,2,1,1,4,0,,,,,4,20,27,33,"far-30+: accum_fill@151d=0.10, raw_proj=40.0, blended_with_pos_avg=26.7 (prior_weight=0.67)",0.0,unknown
2026-05-15,UDT571,UDT,2026-11-16,185,3,0,3,0,0,0,1,0,0,0,2,1,1,3,1,,,,,3,16,21,26,"far-30+: accum_fill@185d=0.10, raw_proj=30.0, blended_with_pos_avg=20.7 (prior_weight=0.67)",0.0,unknown
2026-05-15,UDT572,UDT,2027-01-04,234,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,11,15,18,"far-30+: accum_fill@234d=0.10, raw_proj=10.0, blended_with_pos_avg=14.7 (prior_weight=0.67)",0.0,unknown
2026-05-15,UDT573,UDT,2027-02-08,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,6,"far-30+: accum_fill@269d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-05-15,UDT574,UDT,2027-03-15,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,7,9,12,"far-30+: accum_fill@304d=0.10, raw_proj=0.0, blended_with_pos_avg=9.3 (prior_weight=0.67)",0.0,unknown
2026-05-15,UDT575,UDT,2027-04-19,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@339d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
