snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical,vip_priority_count
2026-09-14,NDT576NC,NDT-Night,2027-05-17,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,2,5,"far-30+: accum_fill@245d=0.10 below 0.15 floor; position_avg=2 only | band +/-3.0 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT577,NDT-Day,2027-06-21,280,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,1,4,12,20,"far-30+: accum_fill@280d=0.08 below 0.15 floor; position_avg=12 only | band +/-7.2 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT578,NDT-Day,2027-07-26,315,7,0,2,0,0,0,0,0,0,0,7,1,6,2,5,,,,,7,1,7,13,"far-30+: accum_fill@315d=0.08 below 0.15 floor; position_avg=7 only | band +/-5.5 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT578NC,NDT-Night,2027-07-26,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,8,14,"far-30+: accum_fill@315d=0.10 below 0.15 floor; position_avg=8 only | band +/-5.9 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT579,NDT-Day,2027-09-07,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,11,18,"far-30+: accum_fill@358d=0.08 below 0.15 floor; position_avg=11 only | band +/-6.9 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT580,NDT-Day,2027-10-12,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,7,13,"far-30+: accum_fill@393d=0.08 below 0.15 floor; position_avg=7 only | band +/-5.5 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT580NC,NDT-Night,2027-10-12,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,6,12,"far-30+: accum_fill@393d=0.10 below 0.15 floor; position_avg=6 only | band +/-5.1 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT581,NDT-Day,2027-11-15,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,8,14,"far-30+: accum_fill@427d=0.08 below 0.15 floor; position_avg=8 only | band +/-5.9 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT582,NDT-Day,2028-01-03,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,4,9,"far-30+: accum_fill@476d=0.08 below 0.15 floor; position_avg=4 only | band +/-4.2 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,NDT582NC,NDT-Night,2028-01-03,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,2,5,"far-30+: accum_fill@476d=0.10 below 0.15 floor; position_avg=2 only | band +/-3.0 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT570,UDT,2026-10-13,29,109,69,37,0,6,32,10,2,11,0,67,50,17,37,6,,,,,109,7,17,27,"medium-14-30: blend(accum=20, tier_mid=14.0); WBH=6,VIP=32,Priority=23 | band +/-9.0 = 1.28 x rms_z 1.71 (15-30d, n=7 cohorts) x sqrt(mid)",0.5577142857142867,above,36
2026-09-14,UDT571,UDT,2026-11-16,63,37,30,7,0,0,2,2,0,1,0,34,5,29,7,2,,,,,37,6,15,24,"far-30+: accum_fill@63d=0.30, proj_enrolled=122 x ate_mid=0.113 = 13.7 starts, blended_with_pos_avg=15.2 (prior_weight=0.67) | band +/-8.1 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.6703999999999999,above,3
2026-09-14,UDT572,UDT,2027-01-04,112,62,45,16,0,0,0,1,0,0,0,61,17,44,16,25,,,,,62,8,17,26,"far-30+: accum_fill@112d=0.09 below 0.15 floor; position_avg=17 only | band +/-8.6 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,1
2026-09-14,UDT573,UDT,2027-02-08,147,12,11,0,0,0,0,0,0,0,0,12,0,12,1,12,,,,,12,1,7,13,"far-30+: accum_fill@147d=0.09 below 0.15 floor; position_avg=7 only | band +/-5.5 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT574,UDT,2027-03-15,182,12,0,4,0,0,0,0,0,0,0,12,4,8,4,8,,,,,12,6,14,22,"far-30+: accum_fill@182d=0.09 below 0.15 floor; position_avg=14 only | band +/-7.8 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT575,UDT,2027-04-19,217,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,,,,,2,3,10,17,"far-30+: accum_fill@217d=0.09 below 0.15 floor; position_avg=10 only | band +/-6.6 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT576,UDT,2027-05-17,245,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,,,,,2,2,9,16,"far-30+: accum_fill@245d=0.09 below 0.15 floor; position_avg=9 only | band +/-6.3 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT577,UDT,2027-06-21,280,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,,,,,2,6,15,24,"far-30+: accum_fill@280d=0.09 below 0.15 floor; position_avg=15 only | band +/-8.1 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT578,UDT,2027-07-26,315,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,1,6,14,22,"far-30+: accum_fill@315d=0.09 below 0.15 floor; position_avg=14 only | band +/-7.8 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT579,UDT,2027-09-07,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,12,23,34,"far-30+: accum_fill@358d=0.09 below 0.15 floor; position_avg=23 only | band +/-10.0 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT580,UDT,2027-10-12,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,10,20,30,"far-30+: accum_fill@393d=0.09 below 0.15 floor; position_avg=20 only | band +/-9.3 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT581,UDT,2027-11-15,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,7,16,25,"far-30+: accum_fill@427d=0.09 below 0.15 floor; position_avg=16 only | band +/-8.4 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
2026-09-14,UDT582,UDT,2028-01-03,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,8,17,26,"far-30+: accum_fill@476d=0.09 below 0.15 floor; position_avg=17 only | band +/-8.6 = 1.28 x rms_z 1.63 (61+d, n=5 cohorts) x sqrt(mid)",0.0,unknown,0
