snapshot_date,cohort,program,start_date,days_to_start,currently_enrolled,new_enrolled,transfer_enrolled,reenroll_enrolled,wbh_count,vip_count,p_fa_count,p_va_count,p_acc_count,p_adm_count,untagged_count,cold_count,new_untagged_count,transferred_in_count,weekly_velocity,total_ever_enrolled,cancelled_total,cancelled_gone,cancelled_moved_later,high_water_enrolled,proj_low,proj_mid,proj_high,projection_basis,expected_weekly_velocity,velocity_vs_historical
2026-05-26,NDT574,NDT-Day,2027-03-15,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,4,"far-30+: accum_fill@293d=0.10, raw_proj=0.0, blended_with_pos_avg=3.3 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT574NC,NDT-Night,2027-03-15,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,3,"far-30+: accum_fill@293d=0.10, raw_proj=0.0, blended_with_pos_avg=2.0 (prior_weight=0.67)",0.0,unknown
2026-05-26,NDT575,NDT-Day,2027-04-19,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,3,4,5,"far-30+: accum_fill@328d=0.10, raw_proj=0.0, blended_with_pos_avg=4.0 (prior_weight=0.67)",0.0,unknown
2026-05-26,UDT567,UDT,2026-06-29,34,42,27,15,0,4,12,11,0,6,1,19,18,1,15,0,,,,,44,17,22,28,"far-30+: accum_fill@34d=0.70, raw_proj=37.5, capped@2.5x_pos_avg, blended_with_pos_avg=22.5 (prior_weight=0.67)",1.2249999999999996,below
2026-05-26,UDT568,UDT,2026-08-03,69,31,15,16,0,0,0,2,0,0,0,29,22,7,16,2,,,,,31,16,21,26,"far-30+: accum_fill@69d=0.31, raw_proj=35.0, capped@2.5x_pos_avg, blended_with_pos_avg=21.0 (prior_weight=0.67)",0.98,above
2026-05-26,UDT569,UDT,2026-09-08,105,4,0,4,0,0,0,0,0,0,0,4,3,1,4,0,,,,,4,22,29,36,"far-30+: accum_fill@105d=0.10, raw_proj=40.0, blended_with_pos_avg=28.7 (prior_weight=0.67)",0.0,unknown
2026-05-26,UDT570,UDT,2026-10-13,140,4,0,4,0,0,0,2,0,0,0,2,2,0,4,0,,,,,4,20,27,33,"far-30+: accum_fill@140d=0.10, raw_proj=40.0, blended_with_pos_avg=26.7 (prior_weight=0.67)",0.0,unknown
2026-05-26,UDT571,UDT,2026-11-16,174,3,0,3,0,0,0,1,0,0,0,2,1,1,3,0,,,,,3,16,21,26,"far-30+: accum_fill@174d=0.10, raw_proj=30.0, blended_with_pos_avg=20.7 (prior_weight=0.67)",0.0,unknown
2026-05-26,UDT572,UDT,2027-01-04,223,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,,,,,1,11,15,18,"far-30+: accum_fill@223d=0.10, raw_proj=10.0, blended_with_pos_avg=14.7 (prior_weight=0.67)",0.0,unknown
2026-05-26,UDT573,UDT,2027-02-08,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,4,5,6,"far-30+: accum_fill@258d=0.10, raw_proj=0.0, blended_with_pos_avg=4.7 (prior_weight=0.67)",0.0,unknown
2026-05-26,UDT574,UDT,2027-03-15,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,7,9,12,"far-30+: accum_fill@293d=0.10, raw_proj=0.0, blended_with_pos_avg=9.3 (prior_weight=0.67)",0.0,unknown
2026-05-26,UDT575,UDT,2027-04-19,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,5,7,8,"far-30+: accum_fill@328d=0.10, raw_proj=0.0, blended_with_pos_avg=6.7 (prior_weight=0.67)",0.0,unknown
